tag,movieId,score,tag_lowercase_dups,tag_punc_dups
Logic,5056,0.0,logic;,
Logan Paul,165635,1.0,,
Logan Marshall-Green,284067,-2.0,,
Loftus Road,132586,0.0,,
Lodge Kerrigan,57695,0.0,,
Locked Room Mystery,190025,1.0,,
Location:Macinac Island,1286,0.0,,
Location: Israel,244373,2.0,location: Israel;,
Locarno Festival,171605,1.0,,
Lobo Sebastian,1609,1.0,,
Lobo,42734,-5.0,,
Loarre,101470,0.0,,
LluÃ­s Homar,94810,0.0,,
Lluis Homar,72386,-1.0,,
Lloydd Bridges,2792,1.0,,
Lloyd Dobbler,2248,0.0,,
Lloyd Bridges ... wow,2791,1.0,,
Lloyd Bridges,15662,0.0,,
Lloyd Bacon,496676,0.0,,
Lloyd Alexander,2033,1.0,,
Lizzy Caplan,226368,3.0,,"Lizzy Caplan,;"
Lizzy Borden,4731,0.0,,
Lizzie Borden,142246,1.0,lizzie borden;,
Lizabeth Scott,3965,-1.0,,
Liza Weil,2841,1.0,,
Liza Minnelli,11540,8.0,,
Liza Minelli,3545,-3.0,,
Liza Johnson,116453,0.0,,
Liz Marshall,128836,1.0,,
Liz Garbus,760302,5.0,,
Liz,6323,-5.0,,
Lixin Fan,74696,0.0,,
Livingston MT,163508,1.0,,
...'Livin' In An Amish Paradise',6963,-4.0,,
Liverpool UK,179329,1.0,,
Liverpool,222933,3.0,liverpool;,
Live stages,91622,1.0,,
Live performances,112316,1.0,,
Live audience,178059,1.0,live audience;,
Live action short,153756,1.0,,
Live Action Role-Playing games,102590,0.0,,
Liv Ullmann,371892,9.0,,
Liv Tyler,323235,10.0,liv tyler;,
Little person,64536,2.0,,
Little Mindgame,91805,1.0,,
Little League,121032,1.0,little league;,
Little Falls NY,185029,1.0,,
Literature,298166,7.0,literature;,
Literary Adaptation,261,-1.0,literary adaptation;,
Literally Shattered Lives,122912,1.0,,
List J,339018,-10.0,,
Lisbon,300786,4.0,lisbon;,
Lisanne Pajot,98122,0.0,,
Lisandro Alonso,227224,2.0,,
Lisa Zane,7933,2.0,,
Lisa Waltz,1837,-1.0,,
Lisa Ryder,5323,0.0,,
Lisa Ray,43333,1.0,,
Lisa R. Cohen,129034,1.0,,
Lisa Marie,235,0.0,,
Lisa Linsky,7958,1.0,,
Lisa Leeman,101846,0.0,,
Lisa Kudrow,605450,4.0,,
Lisa Krueger,862,0.0,,
Lisa Jakub,131710,1.0,,
Lisa Immordino Vreeland,99889,0.0,,
Lisa Houle,73211,-1.0,,
Lisa Gottlieb,7340,1.0,,
Lisa Gerrard,9963,0.0,,
Lisa Eilbacher,4085,-3.0,,
Lisa Collins,553,1.0,,
Lisa Cholodenko,203490,3.0,,
Lisa Bonet,3706,1.0,,
Lisa Blount,4041,-1.0,,
Lisa Barros D'Sa,104903,0.0,,
Lisa Ann Walter,2059,0.0,,
Lisa,7325,-4.0,,
Lionel Stander,25827,-1.0,,
Lionel Jeffries,7714,0.0,,
Lionel Coleman,3851,1.0,,
Lionel Barrymore,354240,-6.0,,
Lionel Atwill,11763,2.0,,
Lionel Atwell,16979,0.0,,
Linux,6679,4.0,,
Linus Torvalds,6679,1.0,,
Linsey Lohan,80219,0.0,,
Lino Ventura,329726,-1.0,,
Linnea Quigley,35377,2.0,,
Linkoping,6624,0.0,,
Linklater films,441,1.0,,
Ling Bai,39783,-3.0,,
Lindy Booth,36533,2.0,,
Lindsay Sloane,74946,-1.0,,
Lindsay Barrymore,32598,0.0,,
Lindsay Anderson,115292,-1.0,,
Linda Ridgeway,5692,1.0,,
Linda Powell,2827,1.0,,
Linda Miller,92518,-1.0,,
Linda Marshall,164157,1.0,,
Linda Manz,8736,-1.0,,
Linda Lee,96252,0.0,,
Linda Larkin,2092,-4.0,,
Linda Kozlowski,2802,3.0,,
Linda Hunt,2919,-1.0,,
Linda Harrison,5059,2.0,,
Linda Hamilton,12401,24.0,,
Linda Fiorentino,18076,-1.0,,
Linda Darnell,25947,-2.0,,
Linda Cardellini,209671,1.0,,
Linda Bright Clay,97306,1.0,,
Linda Bloodworth-Thomason,105943,0.0,,
Linda Blair,267746,5.0,,
Lincoln Ruchti,106431,0.0,,
Lincoln Memorial,454,1.0,,
Lina Wertmüller,12472,2.0,,
Lina Cardellini,5419,1.0,,
Lin-Manuael Miranda,122886,2.0,,
Limited,33880,-4.0,,
Limericks,44241,0.0,,
Lilyan Chauvin,26523,1.0,,
Lily Zhang,152183,1.0,,
Lily Rabe,172813,1.0,,
Lily Cole,69951,5.0,,
Lilo and Stitch,169102,1.0,,
Lilly Wachowski,113345,1.0,,
Lillian Hellman,32234,0.0,,
Lillian Gish,13512,1.0,lillian gish;,
Lilli Palmer,3204,1.0,,
Lillete Dubey,5135,-2.0,,
Liliana Cavani,2074,1.0,,
Lilian Franck,107067,0.0,,
Lili Taylor,219048,7.0,lili taylor;,
Lili Simmons,179437,1.0,,
Lili Fini Zanuck,35160,1.0,,
Likeable Villian,122926,1.0,,
Like a TV show,61160,1.0,,
Like Stars on Earth (2007),57183,1.0,,
Like Most,318,3.0,,
Like Michael Crichton Sez Help Stop Gene Patenting! Or Sooner Than Later You Won't Even Own Your Cells!,27846,-18.0,,
Like LOTR,57326,0.0,,
Like Catholic Church cover up story,180497,-1.0,,
Lik-Chi Lee,226104,-1.0,,
Lijo Jose Pellissery,106859,0.0,,
Ligy J. Pullappally,160812,1.0,,
Lightweight drama,161922,1.0,,
Lightsaber,260,2.0,lightsaber;,
Lighting,96751,0.0,lighting;,
Lighthouse,1128,2.0,lighthouse;,
Light sabre,260,1.0,,
Light Hearted,155990,1.0,light hearted;,
Ligeti,924,-1.0,,
Lifetime Movie,236041,0.0,lifetime movie;,
Lifeguards,170813,1.0,,
Lifechanging,185571,1.0,,
Life under Occupation,109452,2.0,LIFE UNDER OCCUPATION;,
Life romance,309865,7.0,,
Life questions,177615,12.0,,
Life magazine,106918,1.0,,
Life is cool,140110,-1.0,,
Life is a Bitch,142374,3.0,,
Life Story,233696,1.0,life story;,
Life,503199,5.0,life;,
Liev Shreiber,68319,3.0,,
Liesel Matthews,262,1.0,,
Lieh Lo,135817,1.0,,
Libya,407742,5.0,libya;,
Library System,51350,-9.0,,
Liberia,191069,1.0,liberia;,
Liberace,268652,2.0,,
Libera Terra,161076,1.0,,
Liane Balaban,111924,-1.0,,
Liana Liberato,177949,-1.0,,
Liam Neeson,2206755,201.0,LIam Neeson;liam neeson;,
Liam Neesan,527,-9.0,,
Liam Lynch,49396,-2.0,,
Liam James,102993,1.0,,
Liam Hemsworth,236650,1.0,liam hemsworth;,
Liam Cunningham,163445,2.0,,
Li Gong,2972,0.0,,
Leyland Van Helsing,112283,0.0,,
Lexi Alexander,37731,-1.0,,
Lexi Ainsworth,67657,1.0,,
Lex Luthor,103233,1.0,lex luthor;,
Lewis Teague,7313,2.0,,
Lewis Seiler,115335,0.0,,
Lewis R. Foster,164989,1.0,,
Lewis Milestone,419589,6.0,,
Lewis John Carlino,3135,0.0,,
Lewis Gilbert,284527,5.0,,
Lewis Black,182371,0.0,,
Lewis Allen,100946,2.0,,
Lew Temple,122490,1.0,,
Lew Landers,25820,0.0,,
Lew Ayres,1927,1.0,,
Levin Rambin,131448,1.0,,
Levi Peretic,127879,1.0,,
Levent Semerci,103873,0.0,,
Levan Gabriadze,130636,0.0,,
Lev Tolstoy,48374,1.0,,
Lev Kuleshov,120761,1.0,,
Lev Anderson,119621,1.0,,
Letitia Wright,122906,8.0,,
Leticia Bredice,5319,2.0,,
Let down,103033,-14.0,let down;,
Leszek Mozdzer,128734,1.0,,
Leszek Burzynski,3250,1.0,,
Lester Bangs,3897,0.0,,
Lesson on acting for all,1095,0.0,,
Less than 100 ratings,109971,1.0,,
Less subtle,44191,0.0,,
Leslie-Ann Brandt,108601,-1.0,,
Leslie Woodhead,2627,1.0,,
Leslie Nielsen wrestling with a bear,112442,1.0,,
Leslie Nielsen,234583,54.0,,
Leslie Neilsen,17585,-19.0,,
Leslie Jones,160080,4.0,,
Leslie Iwerks,83219,0.0,,
Leslie Howard,129904,-8.0,,
Leslie Harter Zemeckis,8965,-1.0,,
Leslie Fenton,102373,1.0,,
Leslie Easterbrook,2380,-1.0,,
Leslie Cheung,27257,0.0,,
Leslie Bibb,114758,-3.0,,
Leslie Banks,8295,1.0,,
Leslie Arliss,159955,0.0,,
Lesley Selander,243480,3.0,,
Lesley Manville,82463,0.0,,
Lesley Ann Warren,436,1.0,,
Lesbian Sex Scene,133800,1.0,lesbian sex scene;,
Lesbian Sex,116128,1.0,lesbian sex;,
Lesbian Characters,88672,1.0,,
Lesbian Character,165773,1.0,lesbian character;,
Lesbian,684404,27.0,lesbian;,
Les valseuses,5088,1.0,,
Les tontons flingueurs,26109,1.0,,
Les révoltés,139375,1.0,,
Les biches (titre original),78618,1.0,,
Les Robins des Bois,370243,1.0,,
Les Mayfield,45282,0.0,,
Les Clark,160846,1.0,,
Les Blank,836625,7.0,,
Leprechaun,176967,4.0,leprechaun;,
Leos Carax,223051,1.0,,
Leopoldine Konstantin,930,0.0,,
Leopold Stokowski,1282,1.0,,
Leonor Watling,65587,-2.0,,
Leonid Trauberg,119946,1.0,,
Leonid Gayday,363314,8.0,,
Leonid Gaidai,26184,1.0,,
Leonid Bykov,107408,1.0,,
Leonardo de Caprio,5989,-2.0,,
Leonardo da Vinci,2125,2.0,leonardo da vinci;,
Leonardo Sbaraglia,284752,4.0,,
Leonardo Nam,7258,1.0,,
Leonardo DiCaprio,1053837,937.0,,
Leonard Schrader,105873,0.0,,
Leonard Retel Helmrich,94076,1.0,,
Leonard Nimoy,205895,6.0,,
Leonard Kastle,6610,1.0,,
Leonard Ho,159203,1.0,,
Leona Anderson,2519,1.0,,
Leon Trotsky,88837,1.0,leon trotsky;,
Leon Scott Kennedy,271324,2.0,,
Leon Robinson,1020,1.0,,
Leon Rippy,748,1.0,,
Leon Gast,230172,3.0,,
Leon Ames,918,-1.0,,
Leo McKern,7715,-1.0,,
Leo McCarey,173626,-2.0,,
Leo Howard,89190,1.0,,
Leo G. Carroll,908,-1.0,,
Leo Fitzpatrick,4450,0.0,,
Leo C. Popkin,127331,0.0,,
Leo Burmester,1127,1.0,,
Leo,139385,1.0,leo;,
Lent (religion),4014,0.0,,
Lens flares,155664,0.0,lens flares;,
Lenny McLean,2542,0.0,,
Lenny Kravitz,270382,-2.0,,
Lenny Bruce,5341,3.0,lenny bruce;,
Lenny Abrahamson,210316,-1.0,,
Lenka song,177729,1.0,,
Leninist,164641,1.0,,
Leningrad,26347,1.0,,
Lenin,52413,1.0,lenin;,
Leni Riefenstahl,210163,4.0,,
Length,60684,-1.0,length;,
Lenght,8858,0.0,lenght;,
Lena Olin,152764,-3.0,,
Lena Headey,302791,11.0,,
Lena Dunham,82173,1.0,,
Len Wiseman,53972,-1.0,,
Lemmy,34292,1.0,,
'Lemme Get This Straight. You Have No Idea Who You Are But You Wanna Be Famous?',44511,-1.0,,
Lelia Goldoni,7001,1.0,,
Leland Orser,132128,1.0,,
Leisha Hailey,1509,0.0,,
Leila Hyams,8507,1.0,,
Leiji Matsumoto,110039,1.0,,
Leighton Meester,191463,-4.0,,
Leigh Whannell,323394,6.0,,
Leigh Taylor-Young,2009,1.0,,
Leigh Jason,165045,1.0,,
Leigh Hennessy,141501,1.0,,
Leia CGI,166528,6.0,,
Leia,1456,-2.0,,
Lego(tm),47774,0.0,,
Legnica,127453,0.0,,
Legenda PT-BR,452587,-171.0,,
Legend,201662,1.0,legend;,
Legal Drama,508,1.0,legal drama;,
Legal Documentary,1361,0.0,,
Legal,52984,-3.0,legal;,
Left-Wing Propaganda,181577,0.0,,
Leelee Sobieski,122626,-1.0,,
Leehom Wang,82765,0.0,,
Leeds United,68194,4.0,,
Leeds,68194,1.0,,
Lee Van Cleef,216539,17.0,,
Lee Unkrich,86499,1.0,,
Lee Toland Krieger,74573,1.0,,
Lee Tamahori,102929,-8.0,,
Lee Strasberg,3420,1.0,,
Lee Sholem,121973,1.0,,
Lee Richardson,2456,-1.0,,
Lee Remick,12548,-5.0,,
Lee Pace,456971,-10.0,,
Lee Meriweather,6462,1.0,,
Lee Marvin,237891,-7.0,,
Lee Kresel,8456,0.0,,
Lee Jung-jae,84137,1.0,,
Lee J. Cobb,106926,-2.0,,
Lee Hwan-Kyung,105340,0.0,,
Lee Hirsch,100290,2.0,,
Lee Harvey Oswald,56286,1.0,lee harvey oswald;,
Lee Friedlander,151791,1.0,,
Lee Evans,8399,1.0,,
Lee David Zlotoff,848,1.0,,
Lee Daniels,176732,1.0,,
Lee Bowman,25899,1.0,,
Lee Arenberg,59664,-3.0,,
Led Zeppelin,53131,-1.0,,
Led Zepellin,6784,0.0,,
Lecter Remarries & Kills His Insulting Wife & Butts Heds With Hotshot D.A.,52604,-12.0,,
Lech Majewski,91952,1.0,,
Lebbat,2543,-9.0,,
Lebanon War,77596,1.0,,
Lebanon,227205,3.0,lebanon;,
Lebanese,134804,1.0,lebanese;,
Leaves rich handsome man meets new rich handsome man,80551,1.0,,
L'eau froide,69986,0.0,,
Leatherface,160989,8.0,leatherface;,
Learning to love,72696,1.0,,
Leap!,167620,2.0,,
Leanne Rowe II,37736,-1.0,,
Leander Haußmann,80991,3.0,,
Lea Thompson,18025,17.0,,
Lea Salonga,1907,-1.0,,
LeVar Burton,8337,-5.0,levar burton;,
Le scaphandre et le papillon,55814,0.0,,
Le péril jeune,43801,0.0,,
Le plus beau des films,2731,-3.0,,
Le Corbusier,91970,1.0,,
Le Carre's Best Film,36517,-7.0,,
Laís Bodanzky,157590,0.0,,
Lazer,185585,1.0,lazer;,
Lazaro Ramos,27797,0.0,,
Lazar Ristovski,27458,0.0,,
Lawyer,7224,3.0,lawyer;,
Lawrence Shapiro,107910,0.0,,
Lawrence Olivier,928,-1.0,,
Lawrence O'Neil,27044,0.0,,
Lawrence Kasdan,143228,8.0,,
Lawrence Jordan,33779,-1.0,,
Lawrence Guterman,31698,0.0,,
Lawrence Grant,8615,0.0,,
Lawrence Fishburne,222706,6.0,,
Lawrence Fishburn,8936,-18.0,,
Lawn Bowls,33410,0.0,,
Law court drama spiced with horror.,37720,-3.0,,
Law court,389,0.0,,
Law and Justice,154348,1.0,,
Law & Justice,178375,1.0,,
Law,747946,9.0,law;,
Lavender Brown,69844,-1.0,,
Lava,143440,1.0,lava;,
Lav Diaz,129340,1.0,,
Lauryn Hill,3248,1.0,,
Laurie Zimmer,3726,1.0,,
Laurie Mitchell,109793,0.0,,
Laurie Metcalf,185406,4.0,,
Laurie Holden,182605,0.0,,
Laurie Anderson,147927,3.0,,
Lauri Törhönen,138034,1.0,,
Laurentine Ten Bosch,102299,0.0,,
Laurent Witz,115819,0.0,,
Laurent Tirard,79541,0.0,,
Laurent Stocker,54967,-3.0,,
Laurent Lafitte,109241,-1.0,,
Laurent Firode,8575,0.0,,
Laurent Cantet,77906,3.0,,
Laurent Bouzereau,120871,1.0,,
Laurence Sterne,43460,0.0,,
Laurence Rees,208056,2.0,,
Laurence Olivier,153772,6.0,laurence olivier;,
Laurence Malkin,50886,1.0,,
Laurence Harvey,4438,-2.0,,
Laurence Fishburne,889286,24.0,,
Laurence Fishburn,1970,2.0,,
Laurence Arné,164228,1.0,,
Lauren Tom,56251,-1.0,,
Lauren Montogomery,108795,-1.0,,
Lauren Montgomery,647852,4.0,,
Lauren Molina,161830,1.0,,
Lauren MacMullan,121366,1.0,,
Lauren Lazin,6948,0.0,,
Lauren Hutton,6744,-1.0,,
Lauren Holly,5984,-3.0,,
Lauren Greenfield,96150,0.0,,
Lauren Graham,303436,2.0,,
Lauren German,53435,1.0,,
Lauren C. Mayhew,8911,-1.0,,
Lauren Bowles,106344,1.0,,
Lauren Ambrose,160910,0.0,,
Laurel Canyon,6215,-2.0,,
Laura Vandervoort,111312,2.0,,
Laura San Giacomo,597,-1.0,,
Laura Poitras,204853,6.0,,
Laura Neiva,78534,-2.0,,
Laura Israel,92652,1.0,,
Laura Harring,4848,1.0,,
Laura Gabbert,156968,1.0,,
Laura DrasbÃ¦k,26947,-2.0,,
Laura Chiatti,81059,0.0,,
Laughs,82167,1.0,,
Laugh out loud!,270410,3.0,,
Latvian animators,6773,0.0,,
Latvian,255404,3.0,latvian;,
Latvia,508965,2.0,latvia;,
Latino/Latina,49104,1.0,,
Latino gang,41617,1.0,,
Latino,41617,1.0,,
Latin rhythm,64979,1.0,,
Latin films,52604,0.0,,
Latin America,6498851,58.0,latin america;,
Late 1950s,1947,1.0,,
Laszlo Krasznahorkai,27366,-1.0,,
Last Words connection,3707,0.0,,
Last Symphony,52356,0.0,,
Lasse Åberg,5251,-1.0,,
Lasse Ã…berg,5251,1.0,,
Lasse Spang Olsen,8117,1.0,,
Lasse Hallström,315848,7.0,,
Lasse HallstrÃ¶m,101146,0.0,,
Laserdisc CLV,1564123,43.0,,
Laserdisc CAV,17443,5.0,,
Laserdisc,5898,0.0,,
Las Palmas de Gran Canaria,164981,1.0,,
Larry Wachowski,2571,0.0,,
Larry Wachkowski,65967,-26.0,,
Larry The Cable Guy,90246,-2.0,Larry the Cable Guy;,
Larry Roemer,73854,0.0,,
Larry Peerce,237690,3.0,,
Larry Parks,6911,1.0,,
Larry Miller,12003,-5.0,,
Larry King,60939,1.0,,
Larry Hagman,7560,-3.0,,
Larry Flynt,1120,0.0,larry flynt;,
Larry Fessenden,127224,1.0,,
Larry Elikann,98581,0.0,,
Larry David,122940,1.0,larry david;,
Larry Cohen,90702,1.0,,
Larry Clark,4625,7.0,,
Larry Charles,278535,5.0,,
Larry Bishop,62386,1.0,,
Larry Bagby,27816,-1.0,,
Larisa Shepitko,325399,0.0,,
Larisa Oleynik,2572,0.0,,
Larger than life movie,106782,0.0,,
Larenz Tate,1726,1.0,,
Lara Shapiro,160846,1.0,,
Lara Pulver,133869,1.0,,
Lara Flynn Boyle,10696,2.0,,
Laputa,6350,1.0,,La-puta;
Lanzarote,124751,1.0,,
Lane Smith,2082,-1.0,,
Landru,91065,1.0,,
Lancelot,35064,0.0,lancelot;,
Lance Reddick,113862,1.0,,
Lance Kinsey,163530,0.0,,
Lance Henriksen,390492,-15.0,,
Lance Hammer,71418,0.0,,
Lance Bangs,374514,-1.0,,
Lana Wilson,106892,0.0,,
Lana Wachowski,211097,6.0,,
Lana Turner,25946,0.0,,
Lana Clarkson,53293,-2.0,,
Lamont Johnson,96993,1.0,,
Lamer,3793,-8.0,,
Lame soundtrack,4571,1.0,,
Lame everything,78209,-1.0,,
Lame ending,59782,-2.0,Lame Ending;lame ending;,
Lame War Scenes,33162,-3.0,,
Lamberto Bava,7953,1.0,,
Lambert Wilson,102660,0.0,,
Lalo Schifrin,17992,7.0,,
Lakota,7039,0.0,lakota;,
Lake Tahoe,118375,1.0,lake tahoe;,
Lake Powell AZ,104841,-1.0,,
Lake District,174415,1.0,lake district;,
Lake Como,49272,-2.0,,
Lake Bell,246251,5.0,,
Lake,6707,2.0,lake;,
L'aile ou la cuisse,69219,1.0,,
Laika,439508,7.0,,
Laibach,238543,1.0,,
Laetitia Masson,1555,0.0,,
Laetitia Colombani,6163,0.0,,
Laetitia Casta,36289,-1.0,,
Lady and the Tramp,2080,-2.0,,
Ladri di biciclette,3089,0.0,,
Lacking Substance,183507,1.0,lacking substance;,
Lack of narrative arc,166946,1.0,,
Lack of Tron,82461,1.0,,
Lack of Empathy,112552,1.0,,
Lacey Chabert,95942,0.0,,
Lacan,125695,2.0,lacan;,
Labyrinth,188073,1.0,labyrinth;,
Labrador,65230,4.0,,
LaGuardia airport,160980,1.0,,
La vie en rose,7064,0.0,,
La planète sauvage,2495,1.0,,
La grande bouffe (titre original),3655,1.0,,
La fiamma del peccato,3435,-6.0,,
La fausse suivante,139062,1.0,,
La bande des quatre,139064,1.0,,
La Mancha,44694,-1.0,,
La Jetée,32,1.0,,
La Cosa Nostra,44197,0.0,,
La Captive (original title),86153,0.0,,
La Boheme,3072,1.0,,
LSD,214187,2.0,Lsd;lsd;,
LOVERS REUNITED,65759,-4.0,lovers reunited;,
LOVERS ON THE LAM,21304,0.0,,
LOVE TRIANGLES,156599,-7.0,love triangles;,
LOTR,98809,2.0,,
LOOKING FOR LOVE,58547,-3.0,looking for love;,
LONE WOLVES,4931,-3.0,,
LOLd,104211,-1.0,,
LO LA HA VISTA GAIRE GENT,27376,1.0,,
LMAO,54503,-4.0,,
LLARGA,137525,3.0,Llarga;,
LL Cool J,47561,-3.0,,
L'Internationale,71450,1.0,,
LIVING WITH DISABILITY,162699,6.0,,
LIVING WITH AIDS,3218,-1.0,,
LIVIN,441,0.0,,
LIGHT HUMOR,3196,1.0,light humor;,
LIFE ON THE HOMEFRONT,52996,-2.0,,
LIFE IN THE ARTS,8405,0.0,,
LIFE IN ARTS,33880,-2.0,,
LGTB,527805,3.0,,
LGBTQ+,13561777,112.0,,
LGBT stereotypes,104243,0.0,,
LGBT character,688093,17.0,,
LGBT,3778647,77.0,Lgbt;lgbt;,LGBT*;LGBT+;
LETS FORGET ABOUT THE MOOSE,3524,-1.0,,
LENTISSIMA,200699,2.0,,
LENTISIMA,1227,0.0,,
LAPD,164508,2.0,lapd;,
LADDER TO THE TOP,41206,-1.0,,
LABOR UNIONS,9770,6.0,labor unions;,
LA river,1965,1.0,,
LA,63407,3.0,,L.A.;
L. Frank Baum,102031,0.0,,
Kôji Yakusho,60584,2.0,,
Kôji Wakamatsu,188700,1.0,,
Kôji Morimoto,60214,0.0,,
Kôhei Oguri,116387,1.0,,
Kô Nakahira,95570,0.0,,
Kátia Lund,6016,1.0,,
Károly Makk,88044,1.0,,
KÃ¡tia Lund (co-director),6016,0.0,,
Kyuss,106113,0.0,,
Kyungmin Woo,128991,1.0,,
Kyu-Dong Min,68314,0.0,,
Kyra Sedgwick,38349,-5.0,,
Kyoka Suzuki,52427,0.0,,
Kynaston Reeves,26019,0.0,,
Kylo Ren,179819,4.0,kylo ren;,
Kylie Travis,3474,1.0,,
Kylie Minogue,393,-2.0,,
Kyle Vogt,74754,1.0,,
Kyle T. Heffner,2344,1.0,,
Kyle Richards,1982,-1.0,,
Kyle Patrick Alvarez,218381,1.0,,
Kyle Newman,68659,-1.0,,
Kyle MacLachlan,11128,4.0,,
Kyle Gass,49396,2.0,,
Kyle Chandler,106782,1.0,,
Kyle Balda,93272,0.0,,
Kwang-shik Kim,117586,1.0,,
Kveta Fialova,57209,1.0,,
Kuwait War,90914,0.0,,
Kurtwood Smith,12313,1.0,,
Kurt Wimmer,121669,-9.0,,
Kurt Voss,94727,0.0,,
Kurt Vonnegut,330368,7.0,,
Kurt Russell,587745,101.0,,
Kurt Norton,126933,1.0,,
Kurt Neumann,153617,2.0,,
Kurt Miller,1145,1.0,,
Kurt Kuenne,65188,-2.0,,
Kurt Cobain,127146,0.0,kurt cobain;,
Kurosawa elements,183897,2.0,,
Kurosawa,126464,-74.0,,
Kuomintang,4337,1.0,,
Kuo-fu Chen,126106,2.0,,
Kunio Watanabe,121650,1.0,,
Kunio Katô,85312,1.0,,
Kunihiko Yuyama,3054,-2.0,,
Kunihiko Ikuhara,27344,0.0,,
Kung-Fu,373943,4.0,kung-fu;,
Kung Fu,215092,57.0,Kung fu;kung fu;,
Kundan Shah,112501,1.0,,
Kumiho,116911,1.0,,
Kumi Mizuno,134142,0.0,,
Kumail Nanjiani,168326,3.0,,
Kumail Nanjiana,168326,1.0,,
Kubrick-like,109848,10.0,,
Kubrick-esque,32554,0.0,,
Kubrick,229035,-17.0,kubrick;,
Kuala Lumpur,2605,0.0,,
Kseniya Rappoport,168944,1.0,,
Ksenia Solo,166530,1.0,,
Krzysztof Zanussi,173362,2.0,,
Krzysztof Stroinski,152850,1.0,,
Krzysztof Skiba,128734,1.0,,
Krzysztof Krauze,139028,1.0,,
Krzysztof Komeda,2160,0.0,,
Krzysztof Kieslowski,147268,5.0,,
Krystyn Lambert,103784,1.0,,
Krysten Ritter,193931,1.0,,
Krsto Papic,114845,0.0,,
Krsna,134859,1.0,,
Krisztina Deák,116409,1.0,,
Kristy Swanson,133165,-2.0,,
Kristy McNichol,3577,1.0,,
Kristoffer Tabori,158902,1.0,,
Kristina Wayborn,7570,-1.0,,
Kristina Lindström,100188,0.0,,
Kristina Borjesson,106019,0.0,,
Kristin Scott Thomas,383951,-6.0,,
Kristin Kreuk,7317,-1.0,,
Kristin Davis,59725,1.0,,
Kristin Chenoweth,45208,0.0,,
Kristian Manchester,110140,1.0,,
Kristen Wiig,1619306,49.0,,
Kristen Stewart,1322860,85.0,kristen stewart;,
Kristen Johnston,51084,1.0,,
Kristen Dunst,7361,-5.0,,
Kristen Connolly,93840,1.0,,
Kristen Connelly,93840,-2.0,,
Kristen Bell,1182984,40.0,kristen bell;,
Kristanna Loken,106584,-6.0,,
Kristallnacht,70970,0.0,,
Krista Bridges,155541,1.0,,
Krishna,179425,1.0,,
Kris Swanberg,127216,0.0,,
Kris Pearn,105468,-1.0,,
Kris Lemche,6820,0.0,,
Kris Kristofferson,164734,-1.0,,
Kris Isacsson,3225,1.0,,
Krill,91386,0.0,,
Kresten Vestbjerg Andersen,58379,0.0,,
Kremlinology,179119,1.0,,
Kremlin,91630,0.0,,
Krazy Kat,182687,1.0,,
Kramer vs. Kramer but better,6748,1.0,,
Krakozhia,8529,-2.0,,
Krakow,68943,0.0,krakow;,
Kosovo,137612,0.0,kosovo;,
Kornél Mundruczó,112550,0.0,,
Korkoro,116945,1.0,,
Koreyoshi Kurahara,736746,0.0,,
Korean horror,79301,5.0,,
Korean history,152846,1.0,,
Korean War,472340,12.0,Korean war;korean war;,
Korean Film Archive,283370,2.0,,
Korean Conflict,189527,1.0,,
Konstantin Yershov,97065,0.0,,
Konstantin Khabensky,31804,-7.0,,
Konstantin Khabenskiy,272987,3.0,,
Konrad Wolf,107903,0.0,,
Konrad Niewolski,34238,1.0,,
Kon Ichikawa,135129,-1.0,,
Komedi,139620,0.0,,
Koki Mitani,52427,0.0,,
Koji Yamamura,115207,0.0,,
Koji Yakusho,41571,-1.0,,
Kohtuullisen tylsÃ¤ks meni,3704,-1.0,,
Koen De Graeve,137009,-1.0,,
Koen De Bouw,65142,0.0,,
Kodi Smit-McPhee,143903,-6.0,,
Kobernick,3160,-1.0,,
Kobe Bryant,96252,-1.0,kobe bryant;,
Ko Ah-Sung,107406,1.0,,
Knut Hamsun,83529,-1.0,,
Knowledge,161056,1.0,knowledge;,
'Know Why I Like Butchering Pigs? It's Like Killing Cops But Without The Jail Time',5956,-4.0,,
Knoll,8251,-15.0,,
Knives,130684,1.0,knives;,
Knights Templar,167370,2.0,,
Knife Kills,4794,1.0,knife kills;,
Knife,321101,4.0,knife;,
Knee in groin,5898,0.0,,
Kmart,1961,-6.0,,
Klu Klux Klan,69849,1.0,,
Klingons,1372,0.0,,
Klimt,107217,0.0,,
Kleber Mendonça Filho,98963,0.0,,
Klaus Maria Brandauer,9532,-1.0,,
Klaus Kinski,331304,-2.0,,
Klaus Härö,140999,2.0,,
Klaus Badelt,11074,4.0,,
Klasky-Csupo,2354,-1.0,,
Kjell-Åke Andersson,109997,0.0,,
Kjell Sundvall,26938,1.0,,
Kizo Nagashima,73854,0.0,,
Ki-young Kim,87040,1.0,,
Kiyoshi Kurosawa,129367,2.0,,
Kiwi,43396,0.0,kiwi;,
Kitty Winn,1998,0.0,,
Kitano,24709,-9.0,,
Kit Harington,133869,1.0,,
KiszÃ¡mÃ­thatÃ³,59256,-1.0,,
Kirtan,150766,0.0,,
Kirsty Child,1913,1.0,,
Kirstin Scott Thomas,68963,-1.0,,
Kirstie Alley,118431,-3.0,,
Kirsten Sheridan,55872,1.0,,
Kirsten Prout,31221,1.0,,
Kirsten Johnson,116740,1.0,,
Kirsten Dunst sex scene,86320,-1.0,,
